cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
0.000569900494106552,,0.000569900494106552,,12509,,0,1,0
0.000541174053230425,,0.000541174053230425,,12510,,0,1,0
0.000541235211672993,,0.000541235211672993,,12511,,0,1,0
0.00051158409271352,,0.00051158409271352,,12512,,0,1,0
0.000511566218740385,,0.000511566218740385,,12513,,0,1,0
0.000481179732369282,,0.000481179732369282,,12514,,0,1,0
0.000481159913063663,,0.000481159913063663,,12515,,0,1,0
0.000450231014776025,,0.000450231014776025,,12516,,0,1,0
0.000450161429813467,,0.000450161429813467,,12517,,0,1,0
0.000418891441019561,,0.000418891441019561,,12518,,0,1,0
0.000418838230288328,,0.000418838230288328,,12519,,0,1,0
0.000387420892886792,,0.000387420892886792,,12520,,0,1,0
0.000387555088561281,,0.000387555088561281,,12521,,0,1,0
0.000356174836430717,,0.000356174836430717,,12522,,0,1,0
0.000356122539459491,,0.000356122539459491,,12523,,0,1,0
0.000324995475193686,,0.000324995475193686,,12524,,0,1,0
0.000325019457070648,,0.000325019457070648,,12525,,0,1,0
0.000294332984264463,,0.000294332984264463,,12526,,0,1,0
0.000294284494907525,,0.000294284494907525,,12527,,0,1,0
0.000264241562568395,,0.000264241562568395,,12528,,0,1,0
0.000264260403661941,,0.000264260403661941,,12529,,0,1,0
0.000235044137957221,,0.000235044137957221,,12530,,0,1,0
0.000235037636020952,,0.000235037636020952,,12531,,0,1,0
0.000206833388742729,,0.000206833388742729,,12532,,0,1,0
0.00020683907137678,,0.00020683907137678,,12533,,0,1,0
0.000179825691730723,,0.000179825691730723,,12534,,0,1,0
0.000179839221111993,,0.000179839221111993,,12535,,0,1,0
0.000154185853239348,,0.000154185853239348,,12536,,0,1,0
0.000154201194146194,,0.000154201194146194,,12537,,0,1,0
0.000130070940357026,,0.000130070940357026,,12538,,0,1,0
0.000130049851416058,,0.000130049851416058,,12539,,0,1,0
0.000107599783512585,,0.000107599783512585,,12540,,0,1,0
0.000107629131931853,,0.000107629131931853,,12541,,0,1,0
8.69913955138389e-05,,8.69913955138389e-05,,12542,,0,1,0
8.69797625939819e-05,,8.69797625939819e-05,,12543,,0,1,0
6.82968409173386e-05,,6.82968409173386e-05,,12544,,0,1,0
6.8291278962046e-05,,6.8291278962046e-05,,12545,,0,1,0
5.16763212521643e-05,,5.16763212521643e-05,,12546,,0,1,0
5.1670829924251e-05,,5.1670829924251e-05,,12547,,0,1,0
3.72316512160954e-05,,3.72316512160954e-05,,12548,,0,1,0
3.72306145044817e-05,,3.72306145044817e-05,,12549,,0,1,0
2.50546775337064e-05,,2.50546775337064e-05,,12550,,0,1,0
2.50608782977405e-05,,2.50608782977405e-05,,12551,,0,1,0
1.52247021956311e-05,,1.52247021956311e-05,,12552,,0,1,0
1.52240521027348e-05,,1.52240521027348e-05,,12553,,0,1,0
7.79200183715766e-06,,7.79200183715766e-06,,12554,,0,1,0
7.79157536400399e-06,,7.79157536400399e-06,,12555,,0,1,0
2.81083459981009e-06,,2.81083459981009e-06,,12556,,0,1,0
